reference_key,proxy_model,source_model,gpu,workload,target_tok_s_user,target_met,effective_output_tps_per_mw,selected_tok_s_user,observed_tok_s_user,performance_multiplier_vs_source,source_gpu,benchmark_id,framework,precision,spec_method,concurrency,benchmark_type,selected_isl,selected_osl,candidate_rows,eligible_rows,selection_status,source_type,benchmark_date,run_url,method_note
Qwen 3.5|GB200|agentic|30,Qwen 3.5,qwen3.5,GB200,agentic,30,True,294547.320856,111.731844,111.731844,1.0,GB200,439587,dynamo-sglang,fp4,mtp,56,agentic_traces,,,17,16,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31582035733/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|GB200|short|50,Qwen 3.5,qwen3.5,GB200,short,50,True,744451.726157,50.878051,50.878051,1.0,GB200,426933,dynamo-sglang,fp8,none,512,single_turn,1024,1024,11,8,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-22,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27653706015/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|GB200|long|50,Qwen 3.5,qwen3.5,GB200,long,50,True,2182337.314926,51.532747,51.532747,1.0,GB200,436791,dynamo-sglang,fp8,mtp,1920,single_turn,8192,1024,23,19,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-26,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30055331227/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|GB200|agentic|50,Qwen 3.5,qwen3.5,GB200,agentic,50,True,294547.320856,111.731844,111.731844,1.0,GB200,439587,dynamo-sglang,fp4,mtp,56,agentic_traces,,,17,16,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31582035733/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|GB200|short|70,Qwen 3.5,qwen3.5,GB200,short,70,True,339483.344781,86.439679,86.439679,1.0,GB200,426925,dynamo-sglang,fp8,none,32,single_turn,1024,1024,11,6,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-22,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27653706015/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|GB200|long|70,Qwen 3.5,qwen3.5,GB200,long,70,True,1635282.54844,72.926873,72.926873,1.0,GB200,436784,dynamo-sglang,fp8,mtp,1280,single_turn,8192,1024,23,15,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-26,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30055331227/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|GB200|agentic|70,Qwen 3.5,qwen3.5,GB200,agentic,70,True,294547.320856,111.731844,111.731844,1.0,GB200,439587,dynamo-sglang,fp4,mtp,56,agentic_traces,,,17,15,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31582035733/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|GB200|short|100,Qwen 3.5,qwen3.5,GB200,short,100,True,211172.374858,109.255754,109.255754,1.0,GB200,426928,dynamo-sglang,fp8,none,16,single_turn,1024,1024,11,5,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-22,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27653706015/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|GB200|long|100,Qwen 3.5,qwen3.5,GB200,long,100,True,817479.855796,104.13059,104.13059,1.0,GB200,436786,dynamo-sglang,fp8,mtp,480,single_turn,8192,1024,23,12,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-26,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30055331227/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|GB200|agentic|100,Qwen 3.5,qwen3.5,GB200,agentic,100,True,294547.320856,111.731844,111.731844,1.0,GB200,439587,dynamo-sglang,fp4,mtp,56,agentic_traces,,,17,15,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31582035733/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|GB300|short|30,Qwen 3.5,qwen3.5,GB300,short,30,True,3197283.650938,31.21988,31.21988,1.0,GB300,434941,dynamo-sglang,fp8,none,4096,single_turn,1024,1024,11,11,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-13,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/29207681289/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|GB300|long|30,Qwen 3.5,qwen3.5,GB300,long,30,True,3251808.168415,30.741273,30.741273,1.0,GB300,439454,dynamo-trt,fp4,none,1536,single_turn,8192,1024,51,51,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-10,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31131975660/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|GB300|agentic|30,Qwen 3.5,qwen3.5,GB300,agentic,30,True,458490.382075,49.358342,49.358342,1.0,GB300,438853,dynamo-sglang,fp4,mtp,64,agentic_traces,,,14,14,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-07,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31042542308/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|GB300|short|50,Qwen 3.5,qwen3.5,GB300,short,50,True,699591.768364,55.874533,55.874533,1.0,GB300,434937,dynamo-sglang,fp8,none,512,single_turn,1024,1024,11,8,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-13,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/29207681289/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|GB300|long|50,Qwen 3.5,qwen3.5,GB300,long,50,True,2366497.25644,90.598478,90.598478,1.0,GB300,438784,dynamo-trt,fp4,mtp,1536,single_turn,8192,1024,51,45,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-30,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30506361321/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|GB300|agentic|50,Qwen 3.5,qwen3.5,GB300,agentic,50,True,448277.037736,78.492936,78.492936,1.0,GB300,438856,dynamo-sglang,fp4,mtp,52,agentic_traces,,,14,13,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-07,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31042542308/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|GB300|short|70,Qwen 3.5,qwen3.5,GB300,short,70,True,519033.262052,74.588997,74.588997,1.0,GB300,434928,dynamo-sglang,fp8,none,64,single_turn,1024,1024,11,7,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-13,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/29207681289/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|GB300|long|70,Qwen 3.5,qwen3.5,GB300,long,70,True,2366497.25644,90.598478,90.598478,1.0,GB300,438784,dynamo-trt,fp4,mtp,1536,single_turn,8192,1024,51,39,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-30,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30506361321/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|GB300|agentic|70,Qwen 3.5,qwen3.5,GB300,agentic,70,True,448277.037736,78.492936,78.492936,1.0,GB300,438856,dynamo-sglang,fp4,mtp,52,agentic_traces,,,14,13,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-07,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31042542308/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|GB300|short|100,Qwen 3.5,qwen3.5,GB300,short,100,True,206083.327442,120.033266,120.033266,1.0,GB300,434922,dynamo-sglang,fp8,none,16,single_turn,1024,1024,11,5,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-13,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/29207681289/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|GB300|long|100,Qwen 3.5,qwen3.5,GB300,long,100,True,1046468.561133,164.733293,164.733293,1.0,GB300,438777,dynamo-trt,fp4,mtp,384,single_turn,8192,1024,51,30,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-30,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30506361321/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|GB300|agentic|100,Qwen 3.5,qwen3.5,GB300,agentic,100,True,386529.933962,103.84216,103.84216,1.0,GB300,438852,dynamo-sglang,fp4,mtp,72,agentic_traces,,,14,11,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-07,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31042542308/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|R200|short|30,Qwen 3.5,qwen3.5,R200,short,30,False,,,,,B300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R200|long|30,Qwen 3.5,qwen3.5,R200,long,30,False,,,,,B300,,,,,,single_turn,8192,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R200|agentic|30,Qwen 3.5,qwen3.5,R200,agentic,30,False,,,,,B300,,,,,,agentic_traces,,,68,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R200|short|50,Qwen 3.5,qwen3.5,R200,short,50,False,,,,,B300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R200|long|50,Qwen 3.5,qwen3.5,R200,long,50,False,,,,,B300,,,,,,single_turn,8192,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R200|agentic|50,Qwen 3.5,qwen3.5,R200,agentic,50,False,,,,,B300,,,,,,agentic_traces,,,68,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R200|short|70,Qwen 3.5,qwen3.5,R200,short,70,False,,,,,B300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R200|long|70,Qwen 3.5,qwen3.5,R200,long,70,False,,,,,B300,,,,,,single_turn,8192,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R200|agentic|70,Qwen 3.5,qwen3.5,R200,agentic,70,False,,,,,B300,,,,,,agentic_traces,,,68,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R200|short|100,Qwen 3.5,qwen3.5,R200,short,100,False,,,,,B300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R200|long|100,Qwen 3.5,qwen3.5,R200,long,100,False,,,,,B300,,,,,,single_turn,8192,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R200|agentic|100,Qwen 3.5,qwen3.5,R200,agentic,100,False,,,,,B300,,,,,,agentic_traces,,,68,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR200|short|30,Qwen 3.5,qwen3.5,VR200,short,30,False,,,,,GB300,,,,,,single_turn,1024,1024,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR200|long|30,Qwen 3.5,qwen3.5,VR200,long,30,False,,,,,GB300,,,,,,single_turn,8192,1024,51,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR200|agentic|30,Qwen 3.5,qwen3.5,VR200,agentic,30,False,,,,,GB300,,,,,,agentic_traces,,,14,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR200|short|50,Qwen 3.5,qwen3.5,VR200,short,50,False,,,,,GB300,,,,,,single_turn,1024,1024,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR200|long|50,Qwen 3.5,qwen3.5,VR200,long,50,False,,,,,GB300,,,,,,single_turn,8192,1024,51,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR200|agentic|50,Qwen 3.5,qwen3.5,VR200,agentic,50,False,,,,,GB300,,,,,,agentic_traces,,,14,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR200|short|70,Qwen 3.5,qwen3.5,VR200,short,70,False,,,,,GB300,,,,,,single_turn,1024,1024,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR200|long|70,Qwen 3.5,qwen3.5,VR200,long,70,False,,,,,GB300,,,,,,single_turn,8192,1024,51,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR200|agentic|70,Qwen 3.5,qwen3.5,VR200,agentic,70,False,,,,,GB300,,,,,,agentic_traces,,,14,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR200|short|100,Qwen 3.5,qwen3.5,VR200,short,100,False,,,,,GB300,,,,,,single_turn,1024,1024,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR200|long|100,Qwen 3.5,qwen3.5,VR200,long,100,False,,,,,GB300,,,,,,single_turn,8192,1024,51,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR200|agentic|100,Qwen 3.5,qwen3.5,VR200,agentic,100,False,,,,,GB300,,,,,,agentic_traces,,,14,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R300|short|30,Qwen 3.5,qwen3.5,R300,short,30,False,,,,,B300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R300|long|30,Qwen 3.5,qwen3.5,R300,long,30,False,,,,,B300,,,,,,single_turn,8192,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R300|agentic|30,Qwen 3.5,qwen3.5,R300,agentic,30,False,,,,,B300,,,,,,agentic_traces,,,68,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R300|short|50,Qwen 3.5,qwen3.5,R300,short,50,False,,,,,B300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R300|long|50,Qwen 3.5,qwen3.5,R300,long,50,False,,,,,B300,,,,,,single_turn,8192,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R300|agentic|50,Qwen 3.5,qwen3.5,R300,agentic,50,False,,,,,B300,,,,,,agentic_traces,,,68,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R300|short|70,Qwen 3.5,qwen3.5,R300,short,70,False,,,,,B300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R300|long|70,Qwen 3.5,qwen3.5,R300,long,70,False,,,,,B300,,,,,,single_turn,8192,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R300|agentic|70,Qwen 3.5,qwen3.5,R300,agentic,70,False,,,,,B300,,,,,,agentic_traces,,,68,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R300|short|100,Qwen 3.5,qwen3.5,R300,short,100,False,,,,,B300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R300|long|100,Qwen 3.5,qwen3.5,R300,long,100,False,,,,,B300,,,,,,single_turn,8192,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|R300|agentic|100,Qwen 3.5,qwen3.5,R300,agentic,100,False,,,,,B300,,,,,,agentic_traces,,,68,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR300|short|30,Qwen 3.5,qwen3.5,VR300,short,30,False,,,,,GB300,,,,,,single_turn,1024,1024,11,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR300|long|30,Qwen 3.5,qwen3.5,VR300,long,30,False,,,,,GB300,,,,,,single_turn,8192,1024,51,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|VR300|agentic|30,Qwen 3.5,qwen3.5,VR300,agentic,30,False,,,,,GB300,,,,,,agentic_traces,,,14,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
